882 8.81  0.86 | 0.14
883 8.82  0.04 | 0.96
884 8.83  0.28 | 0.72
885 8.84  0.59 | 0.41
886 8.85  0.09 | 0.91
887 8.86  0.89 | 0.11
888 8.87  0.28 | 0.72
889 8.88  0.93 | 0.07
890 8.89  0.08 | 0.92
891 8.9  0.88 | 0.12
892 8.91  0.84 | 0.16
893 8.92  0.49 | 0.51
894 8.93  0.87 | 0.13
895 8.94  0.14 | 0.86
896 8.95  0.6 | 0.4
897 8.96  0.5 | 0.5
898 8.97  0.57 | 0.43
899 8.98  0.45 | 0.55
900 8.99  0.74 | 0.26
901 9  0.93 | 0.07
902 9.01  0.99 | 0.01
903 9.02  0.3 | 0.7
904 9.03  0.82 | 0.18
905 9.04  0.29 | 0.71
906 9.05  0.01 | 0.99
907 9.06  0.51 | 0.49
908 9.07  0.45 | 0.55
909 9.08  0.06 | 0.94
910 9.09  0.22 | 0.78
911 9.1  0.6 | 0.4
912 9.11  0.41 | 0.59
913 9.12  0.8 | 0.2
914 9.13  0.04 | 0.96
915 9.14  0.66 | 0.34
916 9.15  0.94 | 0.06
917 9.16  0.72 | 0.28
918 9.17  0.15 | 0.85
919 9.18  0.58 | 0.42
920 9.19  0.3 | 0.7
921 9.2  0.38 | 0.62
922 9.21  0.37 | 0.63
923 9.22  0.68 | 0.32
924 9.23  0.66 | 0.34
925 9.24  0.03 | 0.97
926 9.25  0.2 | 0.8
927 9.26  0.51 | 0.49
928 9.27  0.53 | 0.47
929 9.28  0.5 | 0.5
930 9.29  0.27 | 0.73
931 9.3  0.15 | 0.85
932 9.31  0.37 | 0.63
933 9.32  0.8 | 0.2
934 9.33  0.71 | 0.29
935 9.34  1 | 0
936 9.35  0.81 | 0.19
937 9.36  0.09 | 0.91
938 9.37  0.16 | 0.84
939 9.38  0.42 | 0.58
940 9.39  0.45 | 0.55
941 9.4  0.67 | 0.33
942 9.41  0.96 | 0.04
943 9.42  0.32 | 0.68
944 9.43  0.45 | 0.55
945 9.44  0.88 | 0.12
946 9.45  0.62 | 0.38
947 9.46  0.51 | 0.49
948 9.47  0.91 | 0.09
949 9.48  0.87 | 0.13
950 9.49  0.01 | 0.99
951 9.5  0.96 | 0.04
952 9.51  0.65 | 0.35
953 9.52  0.74 | 0.26
954 9.53  0.95 | 0.05
955 9.54  0.58 | 0.42
956 9.55  0.71 | 0.29
957 9.56  0.02 | 0.98
958 9.57  0.8 | 0.2
959 9.58  0.05 | 0.95
960 9.59  0.23 | 0.77
961 9.6  0.64 | 0.36
962 9.61  0.37 | 0.63
963 9.62  0.59 | 0.41
964 9.63  0.58 | 0.42
965 9.64  0.55 | 0.45
966 9.65  0.19 | 0.81
967 9.66  0.6 | 0.4
968 9.67  0.47 | 0.53
969 9.68  0.4 | 0.6
970 9.69  0.95 | 0.05
971 9.7  0.45 | 0.55
972 9.71  0.91 | 0.09
973 9.72  0.87 | 0.13
974 9.73  0.66 | 0.34
975 9.74  0.94 | 0.06
976 9.75  0.48 | 0.52
977 9.76  0.72 | 0.28
978 9.77  0.65 | 0.35
979 9.78  0.67 | 0.33
980 9.79  0.71 | 0.29
981 9.8  0.79 | 0.21
982 9.81  0.33 | 0.67
983 9.82  0.43 | 0.57
984 9.83  0.39 | 0.61
985 9.84  0.79 | 0.21
986 9.85  0.59 | 0.41
987 9.86  0.05 | 0.95
988 9.87  0.46 | 0.54
989 9.88  0.5 | 0.5
990 9.89  0.81 | 0.19
991 9.9  0.19 | 0.81
992 9.91  0.25 | 0.75
993 9.92  0.33 | 0.67
994 9.93  0.27 | 0.73
995 9.94  0.23 | 0.77
996 9.95  0.53 | 0.47
997 9.96  0.6 | 0.4
998 9.97  0.17 | 0.83
999 9.98  0.84 | 0.16
1000 9.99  0.72 | 0.28
